1.0 18.816 0.0 9.600
2.6 10.8438 0.0 5.533
13.0 4.402 0.0 2.246
26.0 2.994 0.0 1.528
39.0 2.390 0.0 1.219
78. 1.629 0.0 0.831
130.0 1.233 0.0 0.629
260. 0.834 0.0 0.425
300. 0.767 0.0 0.389
1000. 0.374 0.0 0.191
 
